Station Name: MOYCULLEN (Loughwell)
Station Height: 98 M 
Latitude:53.307  ,Longitude: -9.227


date:  -  09 to 09 utc
rain:  -  Precipitation Amount (mm)
ind:   -  Indicator

date,ind,rain
16-mar-2016,0,0.000
17-mar-2016,0,0.000
18-mar-2016,0,0.000
19-mar-2016,0,0.000
20-mar-2016,0,0.000
21-mar-2016,0,0.000
22-mar-2016,0,0.000
23-mar-2016,0,15.600
24-mar-2016,0,0.300
25-mar-2016,0,28.900
26-mar-2016,0,8.000
27-mar-2016,0,2.300
28-mar-2016,0,4.000
29-mar-2016,0,0.500
30-mar-2016,0,1.500
31-mar-2016,0,2.700
01-apr-2016,0,16.000
02-apr-2016,0,0.300
03-apr-2016,1,1.600
04-apr-2016,1,1.600
05-apr-2016,0,5.400
06-apr-2016,0,6.700
07-apr-2016,0,4.300
08-apr-2016,0,3.000
09-apr-2016,0,10.700
10-apr-2016,0,3.000
11-apr-2016,0,4.600
12-apr-2016,1,0.100
13-apr-2016,1,2.100
14-apr-2016,0,0.000
15-apr-2016,1,2.500
16-apr-2016,1,0.600
17-apr-2016,0,0.500
18-apr-2016,0,0.000
19-apr-2016,0,0.000
20-apr-2016,0,0.000
21-apr-2016,0,0.000
22-apr-2016,0,0.000
23-apr-2016,0,0.000
24-apr-2016,0,0.000
25-apr-2016,0,0.500
26-apr-2016,1,0.200
27-apr-2016,1,1.300
28-apr-2016,0,4.600
29-apr-2016,0,0.600
30-apr-2016,0,16.400
01-may-2016,0,13.500
02-may-2016,0,4.300
03-may-2016,0,0.200
04-may-2016,0,5.300
05-may-2016,0,0.900
06-may-2016,0,0.000
07-may-2016,0,7.400
08-may-2016,0,0.500
09-may-2016,0,0.700
10-may-2016,0,2.200
11-may-2016,0,0.000
12-may-2016,0,0.000
13-may-2016,0,0.000
14-may-2016,0,0.000
15-may-2016,0,0.000
16-may-2016,0,2.400
17-may-2016,0,4.400
18-may-2016,0,7.300
19-may-2016,0,8.200
20-may-2016,0,18.600
21-may-2016,0,0.000
22-may-2016,0,0.900
23-may-2016,0,0.000
24-may-2016,0,0.000
25-may-2016,0,0.000
26-may-2016,0,0.000
27-may-2016,0,5.900
28-may-2016,0,8.900
29-may-2016,0,1.100
30-may-2016,0,0.000
31-may-2016,0,0.000
01-jun-2016,0,0.000
02-jun-2016,0,0.000
03-jun-2016,0,0.000
04-jun-2016,0,0.000
05-jun-2016,0,0.000
06-jun-2016,0,0.100
07-jun-2016,0,0.000
08-jun-2016,0,0.000
09-jun-2016,0,3.600
10-jun-2016,0,0.200
11-jun-2016,0,12.800
12-jun-2016,0,12.400
13-jun-2016,0,0.700
14-jun-2016,0,1.400
15-jun-2016,0,0.000
16-jun-2016,0,0.000
17-jun-2016,0,0.000
18-jun-2016,0,15.700
19-jun-2016,0,30.400
20-jun-2016,0,3.700
21-jun-2016,1,1.800
22-jun-2016,0,2.000
23-jun-2016,0,0.700
24-jun-2016,0,0.900
25-jun-2016,0,1.500
26-jun-2016,0,0.200
27-jun-2016,0,5.100
28-jun-2016,0,25.900
29-jun-2016,1,1.200
30-jun-2016,1,6.400
01-jul-2016,0,5.000
02-jul-2016,0,0.000
03-jul-2016,0,3.300
04-jul-2016,0,0.300
05-jul-2016,0,0.200
06-jul-2016,0,7.300
07-jul-2016,0,0.700
08-jul-2016,0,10.100
09-jul-2016,0,12.400
10-jul-2016,0,11.000
11-jul-2016,0,0.400
12-jul-2016,0,0.000
13-jul-2016,0,0.300
14-jul-2016,0,15.700
15-jul-2016,0,4.000
16-jul-2016,0,0.000
17-jul-2016,0,0.300
18-jul-2016,0,0.000
19-jul-2016,0,0.200
20-jul-2016,0,4.800
21-jul-2016,0,3.600
22-jul-2016,0,0.900
23-jul-2016,0,1.800
24-jul-2016,0,3.900
25-jul-2016,0,1.200
26-jul-2016,0,9.000
27-jul-2016,0,6.100
28-jul-2016,0,1.200
29-jul-2016,0,0.000
30-jul-2016,0,0.000
31-jul-2016,0,1.700
01-aug-2016,0,6.900
02-aug-2016,0,6.700
03-aug-2016,0,2.200
04-aug-2016,0,3.500
05-aug-2016,0,0.000
06-aug-2016,0,0.000
07-aug-2016,0,4.500
08-aug-2016,0,0.000
09-aug-2016,0,0.000
10-aug-2016,0,1.000
11-aug-2016,0,10.500
12-aug-2016,0,9.400
13-aug-2016,0,0.600
14-aug-2016,0,0.000
15-aug-2016,0,0.000
16-aug-2016,0,13.200
17-aug-2016,0,3.100
18-aug-2016,0,8.200
19-aug-2016,0,16.700
20-aug-2016,0,7.500
21-aug-2016,0,18.200
22-aug-2016,0,5.000
23-aug-2016,0,0.900
24-aug-2016,0,0.000
25-aug-2016,0,3.500
26-aug-2016,0,0.000
27-aug-2016,0,0.700
28-aug-2016,0,0.000
29-aug-2016,0,0.000
30-aug-2016,0,7.600
31-aug-2016,0,0.200
01-sep-2016,0,7.600
02-sep-2016,0,0.300
03-sep-2016,0,9.700
04-sep-2016,0,27.100
05-sep-2016,0,14.700
06-sep-2016,0,7.600
07-sep-2016,0,2.700
08-sep-2016,0,8.200
09-sep-2016,0,11.700
10-sep-2016,0,2.100
11-sep-2016,0,13.700
12-sep-2016,0,1.200
13-sep-2016,0,0.000
14-sep-2016,0,1.800
15-sep-2016,0,2.400
16-sep-2016,0,0.000
17-sep-2016,0,3.000
18-sep-2016,0,0.000
19-sep-2016,1,0.500
20-sep-2016,1,2.200
21-sep-2016,0,6.400
22-sep-2016,0,3.600
23-sep-2016,0,13.000
24-sep-2016,0,6.900
25-sep-2016,0,11.700
26-sep-2016,0,2.800
27-sep-2016,0,6.900
28-sep-2016,0,8.800
29-sep-2016,0,5.300
30-sep-2016,0,1.900
01-oct-2016,0,0.800
02-oct-2016,0,0.400
03-oct-2016,0,31.500
04-oct-2016,0,0.600
05-oct-2016,0,0.000
06-oct-2016,0,0.000
07-oct-2016,0,0.600
08-oct-2016,0,0.000
09-oct-2016,0,0.700
10-oct-2016,0,0.000
11-oct-2016,0,0.000
12-oct-2016,0,0.000
13-oct-2016,0,0.000
14-oct-2016,0,14.700
15-oct-2016,0,8.500
16-oct-2016,0,16.800
17-oct-2016,0,4.300
18-oct-2016,0,0.000
19-oct-2016,0,0.000
20-oct-2016,4,0.000
21-oct-2016,0,0.000
22-oct-2016,0,0.000
23-oct-2016,0,0.000
24-oct-2016,0,0.000
25-oct-2016,0,1.000
26-oct-2016,0,3.000
27-oct-2016,0,15.600
28-oct-2016,0,3.700
29-oct-2016,0,0.000
30-oct-2016,0,0.600
31-oct-2016,0,0.000
01-nov-2016,0,0.000
02-nov-2016,0,0.000
03-nov-2016,0,3.600
04-nov-2016,0,1.200
05-nov-2016,0,1.400
06-nov-2016,0,3.600
07-nov-2016,0,2.500
08-nov-2016,0,14.200
09-nov-2016,0,5.200
10-nov-2016,0,0.000
11-nov-2016,0,12.700
12-nov-2016,0,0.600
13-nov-2016,0,8.900
14-nov-2016,0,9.200
15-nov-2016,0,3.900
16-nov-2016,0,18.100
17-nov-2016,0,6.700
18-nov-2016,0,2.900
19-nov-2016,0,0.200
20-nov-2016,0,0.000
21-nov-2016,0,0.000
22-nov-2016,0,0.000
23-nov-2016,0,0.000
24-nov-2016,0,0.000
25-nov-2016,0,0.000
26-nov-2016,0,0.000
27-nov-2016,0,0.000
28-nov-2016,0,0.000
29-nov-2016,0,0.000
30-nov-2016,0,0.000
01-dec-2016,0,0.000
02-dec-2016,0,0.000
03-dec-2016,0,0.000
04-dec-2016,0,0.000
05-dec-2016,0,2.000
06-dec-2016,0,7.300
07-dec-2016,0,2.800
08-dec-2016,0,5.100
09-dec-2016,0,1.100
10-dec-2016,0,0.000
11-dec-2016,0,1.200
12-dec-2016,0,6.700
13-dec-2016,0,5.100
14-dec-2016,0,0.000
15-dec-2016,0,8.800
16-dec-2016,0,0.000
17-dec-2016,0,0.000
18-dec-2016,0,2.800
19-dec-2016,0,0.000
20-dec-2016,0,16.800
21-dec-2016,0,7.100
22-dec-2016,0,12.100
23-dec-2016,0,4.200
24-dec-2016,0,15.400
25-dec-2016,0,5.000
26-dec-2016,0,0.000
27-dec-2016,0,0.000
28-dec-2016,0,0.000
29-dec-2016,0,0.000
30-dec-2016,0,0.000
31-dec-2016,0,11.700
01-jan-2017,0,0.000
02-jan-2017,0,0.000
03-jan-2017,0,0.000
04-jan-2017,0,0.000
05-jan-2017,0,12.800
06-jan-2017,0,8.600
07-jan-2017,0,2.900
08-jan-2017,0,12.400
09-jan-2017,0,2.400
10-jan-2017,0,2.200
11-jan-2017,0,3.800
12-jan-2017,0,3.900
13-jan-2017,0,0.600
14-jan-2017,0,0.800
15-jan-2017,0,1.400
16-jan-2017,0,0.000
17-jan-2017,0,0.000
18-jan-2017,0,0.000
19-jan-2017,0,0.000
20-jan-2017,0,0.000
21-jan-2017,0,0.000
22-jan-2017,0,0.000
23-jan-2017,0,3.200
24-jan-2017,0,2.200
25-jan-2017,0,0.600
26-jan-2017,0,3.400
27-jan-2017,0,4.900
28-jan-2017,0,2.700
29-jan-2017,0,4.300
30-jan-2017,0,3.800
31-jan-2017,0,0.000
01-feb-2017,0,3.400
02-feb-2017,0,3.900
03-feb-2017,0,4.100
04-feb-2017,0,7.800
05-feb-2017,0,5.400
06-feb-2017,0,7.000
07-feb-2017,0,0.800
08-feb-2017,0,0.400
09-feb-2017,0,0.000
10-feb-2017,0,0.000
11-feb-2017,0,0.000
12-feb-2017,0,0.000
13-feb-2017,1,0.700
14-feb-2017,1,1.400
15-feb-2017,1,2.400
16-feb-2017,0,3.400
17-feb-2017,0,2.000
18-feb-2017,0,3.100
19-feb-2017,0,1.400
20-feb-2017,0,8.900
21-feb-2017,0,19.800
22-feb-2017,0,24.700
23-feb-2017,0,0.900
24-feb-2017,0,9.500
25-feb-2017,0,11.700
26-feb-2017,0,23.600
27-feb-2017,0,4.300
28-feb-2017,0,0.200
01-mar-2017,0,14.100
02-mar-2017,0,16.600
03-mar-2017,0,41.800
04-mar-2017,0,7.900
05-mar-2017,0,5.100
06-mar-2017,0,4.600
07-mar-2017,0,20.700
08-mar-2017,0,1.800
09-mar-2017,0,2.200
10-mar-2017,0,3.100
11-mar-2017,0,3.900
12-mar-2017,0,1.800
13-mar-2017,0,0.200
14-mar-2017,0,0.500
15-mar-2017,0,3.800
16-mar-2017,0,3.300
17-mar-2017,0,37.400
18-mar-2017,0,11.500
19-mar-2017,0,6.200
20-mar-2017,0,7.500
21-mar-2017,0,1.800
22-mar-2017,0,0.000
23-mar-2017,0,0.000
24-mar-2017,0,0.000
25-mar-2017,0,0.000
26-mar-2017,0,0.000
27-mar-2017,0,0.000
28-mar-2017,0,1.200
29-mar-2017,0,0.900
30-mar-2017,0,22.400
31-mar-2017,0,5.100
01-apr-2017,0,0.000
02-apr-2017,1,3.000
03-apr-2017,1,4.900
04-apr-2017,0,0.000
05-apr-2017,0,0.000
06-apr-2017,0,0.000
07-apr-2017,0,0.000
08-apr-2017,0,0.000
09-apr-2017,0,0.000
10-apr-2017,0,0.000
11-apr-2017,0,0.000
12-apr-2017,0,0.000
13-apr-2017,0,2.600
14-apr-2017,0,0.900
15-apr-2017,0,4.400
16-apr-2017,0,0.600
17-apr-2017,0,0.000
18-apr-2017,0,0.000
19-apr-2017,0,0.000
20-apr-2017,0,0.000
21-apr-2017,0,0.000
22-apr-2017,0,0.000
23-apr-2017,0,0.300
24-apr-2017,0,1.000
25-apr-2017,0,2.100
26-apr-2017,0,0.800
27-apr-2017,0,0.000
28-apr-2017,0,0.000
29-apr-2017,0,0.900
30-apr-2017,0,0.000
01-may-2017,0,0.000
02-may-2017,0,0.000
03-may-2017,0,0.000
04-may-2017,0,0.000
05-may-2017,0,0.000
06-may-2017,0,0.000
07-may-2017,0,0.000
08-may-2017,0,0.000
09-may-2017,0,0.000
10-may-2017,0,0.000
11-may-2017,0,0.000
12-may-2017,0,0.800
13-may-2017,0,4.000
14-may-2017,0,12.700
15-may-2017,0,10.000
16-may-2017,0,1.200
17-may-2017,0,1.000
18-may-2017,0,0.000
19-may-2017,0,2.500
20-may-2017,0,3.100
21-may-2017,0,1.100
22-may-2017,0,2.100
23-may-2017,0,1.000
24-may-2017,0,0.000
25-may-2017,0,0.000
26-may-2017,0,11.700
27-may-2017,0,3.000
28-may-2017,0,0.300
29-may-2017,0,1.000
30-may-2017,0,2.300
31-may-2017,0,1.700
01-jun-2017,0,0.000
02-jun-2017,0,5.800
03-jun-2017,0,2.800
04-jun-2017,0,15.400
05-jun-2017,0,1.400
06-jun-2017,0,0.600
07-jun-2017,0,10.700
08-jun-2017,0,4.600
09-jun-2017,0,31.200
10-jun-2017,0,2.300
11-jun-2017,0,6.500
12-jun-2017,0,9.400
13-jun-2017,0,0.300
14-jun-2017,0,7.400
15-jun-2017,0,2.300
16-jun-2017,0,2.100
17-jun-2017,0,0.800
18-jun-2017,0,0.000
19-jun-2017,0,0.000
20-jun-2017,0,0.000
21-jun-2017,0,0.000
22-jun-2017,0,20.500
23-jun-2017,0,2.200
24-jun-2017,0,4.900
25-jun-2017,0,0.000
26-jun-2017,0,28.800
27-jun-2017,0,0.000
28-jun-2017,0,3.200
29-jun-2017,0,0.000
30-jun-2017,0,0.200
01-jul-2017,0,0.000
02-jul-2017,0,3.800
03-jul-2017,0,22.400
04-jul-2017,0,3.900
05-jul-2017,0,0.000
06-jul-2017,0,0.000
07-jul-2017,0,0.000
08-jul-2017,0,0.000
09-jul-2017,0,2.000
10-jul-2017,0,0.900
11-jul-2017,0,0.000
12-jul-2017,0,2.000
13-jul-2017,0,0.200
14-jul-2017,0,0.000
15-jul-2017,0,8.600
16-jul-2017,0,1.000
17-jul-2017,0,0.000
18-jul-2017,0,4.400
19-jul-2017,0,5.400
20-jul-2017,0,28.600
21-jul-2017,0,39.600
22-jul-2017,0,0.000
23-jul-2017,0,0.000
24-jul-2017,0,0.000
25-jul-2017,0,26.400
26-jul-2017,0,8.200
27-jul-2017,0,9.300
28-jul-2017,0,2.300
29-jul-2017,0,5.700
30-jul-2017,0,11.200
31-jul-2017,0,2.100
01-aug-2017,0,4.400
02-aug-2017,0,10.800
03-aug-2017,0,2.400
04-aug-2017,0,0.600
05-aug-2017,0,14.700
06-aug-2017,0,4.900
07-aug-2017,0,0.000
08-aug-2017,0,0.000
09-aug-2017,0,0.000
10-aug-2017,0,11.400
11-aug-2017,0,6.600
12-aug-2017,0,0.000
13-aug-2017,0,16.900
14-aug-2017,0,2.400
15-aug-2017,0,3.400
16-aug-2017,0,6.700
17-aug-2017,0,6.700
18-aug-2017,0,14.700
19-aug-2017,0,0.500
20-aug-2017,0,15.800
21-aug-2017,0,13.500
22-aug-2017,0,3.900
23-aug-2017,0,5.500
24-aug-2017,0,12.300
25-aug-2017,0,0.000
26-aug-2017,0,1.600
27-aug-2017,0,6.400
28-aug-2017,0,6.800
29-aug-2017,0,0.000
30-aug-2017,0,2.800
31-aug-2017,0,0.300
01-sep-2017,0,0.000
02-sep-2017,0,40.900
03-sep-2017,0,2.000
04-sep-2017,0,11.800
05-sep-2017,0,0.600
06-sep-2017,0,3.200
07-sep-2017,0,5.500
08-sep-2017,0,1.200
09-sep-2017,0,11.300
10-sep-2017,0,13.700
11-sep-2017,0,1.500
12-sep-2017,0,16.400
13-sep-2017,0,1.100
14-sep-2017,0,0.000
15-sep-2017,0,0.000
16-sep-2017,0,1.200
17-sep-2017,0,0.000
18-sep-2017,0,2.100
19-sep-2017,0,8.400
20-sep-2017,0,3.000
21-sep-2017,0,10.000
22-sep-2017,0,1.200
23-sep-2017,0,4.200
24-sep-2017,0,1.300
25-sep-2017,0,0.000
26-sep-2017,0,10.500
27-sep-2017,0,23.600
28-sep-2017,0,8.200
29-sep-2017,0,8.300
30-sep-2017,0,8.600
01-oct-2017,0,2.300
02-oct-2017,0,1.100
03-oct-2017,1,1.400
04-oct-2017,1,16.900
05-oct-2017,0,2.100
06-oct-2017,0,10.900
07-oct-2017,0,0.000
08-oct-2017,0,1.400
09-oct-2017,0,13.300
10-oct-2017,0,33.700
11-oct-2017,0,4.000
12-oct-2017,0,8.700
13-oct-2017,0,12.700
14-oct-2017,0,1.700
15-oct-2017,0,5.400
16-oct-2017,0,12.900
17-oct-2017,0,0.000
18-oct-2017,0,11.600
19-oct-2017,0,6.600
20-oct-2017,0,20.000
21-oct-2017,0,3.300
22-oct-2017,0,4.400
23-oct-2017,0,12.400
24-oct-2017,0,9.700
25-oct-2017,0,0.500
26-oct-2017,0,0.600
27-oct-2017,0,0.500
28-oct-2017,0,0.200
29-oct-2017,0,0.000
30-oct-2017,0,2.400
31-oct-2017,0,3.400
01-nov-2017,0,0.000
02-nov-2017,0,0.000
03-nov-2017,0,3.600
04-nov-2017,0,5.200
05-nov-2017,0,1.800
06-nov-2017,0,8.700
07-nov-2017,0,1.900
08-nov-2017,0,3.700
09-nov-2017,0,5.500
10-nov-2017,0,18.600
11-nov-2017,0,5.000
12-nov-2017,0,0.000
13-nov-2017,0,9.200
14-nov-2017,0,4.800
15-nov-2017,0,4.700
16-nov-2017,0,0.000
17-nov-2017,0,10.000
18-nov-2017,0,4.200
19-nov-2017,0,12.800
20-nov-2017,0,7.500
21-nov-2017,0,14.900
22-nov-2017,0,6.100
23-nov-2017,0,7.000
24-nov-2017,0,2.800
25-nov-2017,0,2.300
26-nov-2017,0,14.800
27-nov-2017,0,1.400
28-nov-2017,0,0.600
29-nov-2017,0,0.700
30-nov-2017,0,1.300
01-dec-2017,0,0.100
02-dec-2017,0,0.500
03-dec-2017,0,0.000
04-dec-2017,0,1.800
05-dec-2017,0,1.300
06-dec-2017,0,22.900
07-dec-2017,0,1.400
08-dec-2017,0,1.700
09-dec-2017,0,9.500
10-dec-2017,0,15.800
11-dec-2017,0,4.000
12-dec-2017,0,8.600
13-dec-2017,0,13.300
14-dec-2017,0,6.300
15-dec-2017,0,0.900
16-dec-2017,1,8.300
17-dec-2017,1,0.600
18-dec-2017,0,3.800
19-dec-2017,0,11.000
20-dec-2017,0,15.500
21-dec-2017,0,12.300
22-dec-2017,0,1.600
23-dec-2017,0,0.600
24-dec-2017,0,53.300
25-dec-2017,0,4.100
26-dec-2017,0,1.500
27-dec-2017,0,0.000
28-dec-2017,0,8.700
29-dec-2017,0,18.700
30-dec-2017,0,6.200
31-dec-2017,0,3.600
01-jan-2018,0,4.700
02-jan-2018,0,23.900
03-jan-2018,0,12.300
04-jan-2018,0,0.600
05-jan-2018,0,2.800
06-jan-2018,0,0.000
07-jan-2018,0,0.000
08-jan-2018,0,0.900
09-jan-2018,0,4.000
10-jan-2018,0,26.300
11-jan-2018,0,0.000
12-jan-2018,0,9.700
13-jan-2018,0,0.500
14-jan-2018,0,16.900
15-jan-2018,0,8.200
16-jan-2018,0,18.100
17-jan-2018,0,4.500
18-jan-2018,0,6.200
19-jan-2018,0,5.600
20-jan-2018,0,32.000
21-jan-2018,0,6.400
22-jan-2018,0,8.100
23-jan-2018,0,20.700
24-jan-2018,0,11.800
25-jan-2018,0,0.200
26-jan-2018,0,25.600
27-jan-2018,0,4.600
28-jan-2018,0,10.000
29-jan-2018,0,0.000
30-jan-2018,0,11.800
31-jan-2018,0,4.700
01-feb-2018,0,1.400
02-feb-2018,0,4.000
03-feb-2018,0,1.600
04-feb-2018,0,0.000
05-feb-2018,1,3.600
06-feb-2018,1,0.600
07-feb-2018,0,12.500
08-feb-2018,0,6.600
09-feb-2018,0,27.300
10-feb-2018,0,10.000
11-feb-2018,0,0.900
12-feb-2018,0,11.000
13-feb-2018,0,0.600
14-feb-2018,0,10.400
15-feb-2018,0,9.500
16-feb-2018,0,6.400
17-feb-2018,0,3.600
18-feb-2018,0,2.700
19-feb-2018,0,2.000
20-feb-2018,0,0.000
21-feb-2018,0,0.000
22-feb-2018,0,0.000
23-feb-2018,0,0.000
24-feb-2018,0,0.000
25-feb-2018,0,0.000
26-feb-2018,0,0.000
27-feb-2018,0,0.000
28-feb-2018,0,0.000
01-mar-2018,1,2.700
02-mar-2018,1,4.300
03-mar-2018,1,0.500
04-mar-2018,0,1.500
05-mar-2018,0,0.000
06-mar-2018,0,0.600
07-mar-2018,0,1.800
08-mar-2018,0,0.000
09-mar-2018,1,5.000
10-mar-2018,0,2.600
11-mar-2018,0,0.200
12-mar-2018,0,0.200
13-mar-2018,0,2.200
14-mar-2018,0,5.000
15-mar-2018,1,10.000
16-mar-2018,0,0.000
17-mar-2018,0,0.000
18-mar-2018,0,0.000
19-mar-2018,0,0.000
20-mar-2018,0,0.000
21-mar-2018,0,0.000
22-mar-2018,0,9.900
23-mar-2018,0,2.800
24-mar-2018,0,0.000
25-mar-2018,0,0.000
26-mar-2018,0,10.900
27-mar-2018,0,3.000
28-mar-2018,0,5.300
29-mar-2018,0,13.000
30-mar-2018,0,0.300
31-mar-2018,0,0.000
01-apr-2018,0,3.000
02-apr-2018,0,7.500
03-apr-2018,0,17.400
04-apr-2018,0,0.000
05-apr-2018,0,14.500
06-apr-2018,0,3.800
07-apr-2018,1,2.000
08-apr-2018,0,5.500
09-apr-2018,0,0.600
10-apr-2018,0,0.000
11-apr-2018,0,0.000
12-apr-2018,0,0.000
13-apr-2018,0,2.800
14-apr-2018,0,1.400
15-apr-2018,0,5.200
16-apr-2018,0,12.800
17-apr-2018,0,1.000
18-apr-2018,0,0.700
19-apr-2018,0,0.000
20-apr-2018,0,0.000
21-apr-2018,0,8.400
22-apr-2018,0,5.100
23-apr-2018,0,0.500
24-apr-2018,0,4.000
25-apr-2018,0,3.100
26-apr-2018,0,1.500
27-apr-2018,0,0.000
28-apr-2018,0,0.000
29-apr-2018,0,0.000
30-apr-2018,0,0.500
01-may-2018,0,8.600
02-may-2018,0,1.600
03-may-2018,0,6.500
04-may-2018,0,0.200
05-may-2018,0,0.000
06-may-2018,0,0.000
07-may-2018,0,6.300
08-may-2018,0,1.000
09-may-2018,0,6.900
10-may-2018,0,2.500
11-may-2018,0,6.700
12-may-2018,0,2.200
13-may-2018,0,2.300
14-may-2018,0,1.200
15-may-2018,0,0.000
16-may-2018,0,0.000
17-may-2018,0,0.000
18-may-2018,0,0.000
19-may-2018,0,0.100
20-may-2018,0,22.000
21-may-2018,0,4.700
22-may-2018,0,0.000
23-may-2018,0,0.000
24-may-2018,0,1.100
25-may-2018,0,0.100
26-may-2018,0,0.000
27-may-2018,0,0.000
28-may-2018,0,0.000
29-may-2018,0,0.000
30-may-2018,0,0.000
31-may-2018,0,0.000
01-jun-2018,0,0.000
02-jun-2018,0,4.300
03-jun-2018,0,0.300
04-jun-2018,0,0.000
05-jun-2018,0,0.000
06-jun-2018,0,0.000
07-jun-2018,0,0.000
08-jun-2018,0,8.000
09-jun-2018,0,0.000
10-jun-2018,0,0.000
11-jun-2018,0,0.000
12-jun-2018,0,0.000
13-jun-2018,0,14.200
14-jun-2018,0,0.500
15-jun-2018,0,6.300
16-jun-2018,0,4.800
17-jun-2018,0,1.200
18-jun-2018,0,1.700
19-jun-2018,0,15.000
20-jun-2018,0,0.000
21-jun-2018,0,0.000
22-jun-2018,0,0.000
23-jun-2018,0,0.000
24-jun-2018,0,0.000
25-jun-2018,0,0.000
26-jun-2018,0,0.000
27-jun-2018,0,0.000
28-jun-2018,0,0.000
29-jun-2018,0,0.000
30-jun-2018,0,0.000
01-jul-2018,0,0.000
02-jul-2018,0,0.000
03-jul-2018,0,0.000
04-jul-2018,0,0.000
05-jul-2018,0,0.000
06-jul-2018,0,0.000
07-jul-2018,0,2.100
08-jul-2018,0,0.000
09-jul-2018,0,0.000
10-jul-2018,0,0.000
11-jul-2018,0,0.800
12-jul-2018,0,0.000
13-jul-2018,0,0.000
14-jul-2018,0,14.200
15-jul-2018,0,5.500
16-jul-2018,0,0.000
17-jul-2018,0,0.000
18-jul-2018,0,0.000
19-jul-2018,0,2.300
20-jul-2018,0,0.000
21-jul-2018,0,0.000
22-jul-2018,0,2.800
23-jul-2018,0,0.000
24-jul-2018,0,0.000
25-jul-2018,0,0.000
26-jul-2018,0,25.000
27-jul-2018,0,7.300
28-jul-2018,0,4.800
29-jul-2018,0,6.100
30-jul-2018,0,15.000
31-jul-2018,0,15.100
01-aug-2018,0,28.500
02-aug-2018,0,7.400
03-aug-2018,0,0.000
04-aug-2018,0,0.000
05-aug-2018,0,7.400
06-aug-2018,0,0.500
07-aug-2018,0,4.600
08-aug-2018,0,4.900
09-aug-2018,0,0.600
10-aug-2018,0,0.000
11-aug-2018,0,7.200
12-aug-2018,0,0.800
13-aug-2018,0,1.500
14-aug-2018,0,17.200
15-aug-2018,0,6.900
16-aug-2018,0,4.000
17-aug-2018,0,4.600
18-aug-2018,0,32.000
19-aug-2018,0,2.100
20-aug-2018,0,0.500
21-aug-2018,0,17.400
22-aug-2018,0,6.000
23-aug-2018,0,4.200
24-aug-2018,0,2.100
25-aug-2018,0,24.200
26-aug-2018,0,2.200
27-aug-2018,0,0.000
28-aug-2018,0,4.600
29-aug-2018,0,0.000
30-aug-2018,0,0.000
31-aug-2018,0,6.500
01-sep-2018,0,0.200
02-sep-2018,0,3.100
03-sep-2018,0,0.000
04-sep-2018,0,0.000
05-sep-2018,0,5.200
06-sep-2018,0,3.100
07-sep-2018,0,9.100
08-sep-2018,0,15.200
09-sep-2018,0,0.800
10-sep-2018,0,18.900
11-sep-2018,0,1.400
12-sep-2018,0,2.300
13-sep-2018,0,7.800
14-sep-2018,0,1.400
15-sep-2018,0,8.400
16-sep-2018,0,4.300
17-sep-2018,0,2.100
18-sep-2018,0,24.100
19-sep-2018,0,2.600
20-sep-2018,0,11.600
21-sep-2018,0,1.700
22-sep-2018,0,0.600
23-sep-2018,0,0.000
24-sep-2018,0,0.000
25-sep-2018,0,15.600
26-sep-2018,0,0.000
27-sep-2018,0,0.000
28-sep-2018,0,0.000
29-sep-2018,0,1.500
30-sep-2018,0,0.000
01-oct-2018,0,4.400
02-oct-2018,0,1.600
03-oct-2018,0,4.400
04-oct-2018,0,4.900
05-oct-2018,0,0.000
06-oct-2018,0,0.000
07-oct-2018,0,2.200
08-oct-2018,0,9.000
09-oct-2018,0,1.000
10-oct-2018,0,3.700
11-oct-2018,0,9.000
12-oct-2018,0,2.800
13-oct-2018,0,8.800
14-oct-2018,0,0.000
15-oct-2018,0,0.000
16-oct-2018,0,4.600
17-oct-2018,0,0.000
18-oct-2018,0,0.500
19-oct-2018,0,11.800
20-oct-2018,0,14.000
21-oct-2018,0,0.300
22-oct-2018,0,0.000
23-oct-2018,0,0.000
24-oct-2018,0,0.000
25-oct-2018,0,2.900
26-oct-2018,0,3.700
27-oct-2018,0,7.900
28-oct-2018,0,0.000
29-oct-2018,0,0.800
30-oct-2018,0,12.100
31-oct-2018,0,3.000
01-nov-2018,0,0.500
02-nov-2018,0,18.400
03-nov-2018,0,5.700
04-nov-2018,0,0.500
05-nov-2018,0,1.100
06-nov-2018,0,5.800
07-nov-2018,0,0.000
08-nov-2018,0,3.100
09-nov-2018,0,17.100
10-nov-2018,0,0.800
11-nov-2018,0,8.700
12-nov-2018,0,6.400
13-nov-2018,0,21.800
14-nov-2018,0,19.500
15-nov-2018,0,7.000
16-nov-2018,0,0.000
17-nov-2018,0,0.000
18-nov-2018,0,0.000
19-nov-2018,0,0.000
20-nov-2018,0,1.100
21-nov-2018,0,4.100
22-nov-2018,0,0.000
23-nov-2018,0,1.300
24-nov-2018,0,0.000
25-nov-2018,0,0.000
26-nov-2018,0,7.200
27-nov-2018,0,10.500
28-nov-2018,0,40.600
29-nov-2018,0,8.300
30-nov-2018,0,6.700
01-dec-2018,0,13.800
02-dec-2018,0,7.600
03-dec-2018,0,0.000
04-dec-2018,0,12.800
05-dec-2018,0,15.500
06-dec-2018,0,4.100
07-dec-2018,0,4.500
08-dec-2018,0,11.600
09-dec-2018,0,1.100
